"x";"y_1";"y_2";"y_3";"y_4"
1;4.79256650307293;42.7925665030729;2.89256650307293;2.79256677490112
2;7.68881826859305;23.6888182685930;4.08881826859305;3.68881900749866
3;6.19629903745293;13.5296323707863;1.09629903745293;0.196301046006621
4;4.97602865508252;6.97602865508252;-1.42397134491748;-3.02396588510248
5;13.0732193979913;11.0732193979913;5.57321939799127;3.07323423930718
6;12.5113543362649;7.1780210029316;4.11135433626493;0.51139467914428
7;13.3218915602108;5.03617727449652;4.22189156021081;-0.677998776473353
8;15.8060906204054;4.80609062040539;6.20609062040539;-0.193611283795909
9;23.2555532323433;9.69999767678774;13.3555532323433;5.25636354073605
10;20.3769987456849;4.37699874568494;10.3769987456849;0.379201392264419
11;23.7475636985917;5.38392733495538;13.8475636985917;1.75355111276326
12;27.2977242342442;6.63105756757751;17.6977242342442;3.31399971338608
13;28.069444530183;5.14636760710607;18.969444530183;2.11368586938389
14;27.3403780545935;2.19752091173637;18.9403780545935;-0.539361516990008
15;35.3440436550519;8.01071032171856;27.8440436550519;5.6709453922991
16;31.6156130792896;2.11561307928957;25.2156130792896;0.50422413134036
17;34.8296685916773;3.18260976814787;29.7296685916773;3.24516386703481
18;39.1893644980266;5.41158672024885;35.5893644980266;9.75536141175968
19;41.5310021596059;5.63626531750067;39.6310021596059;21.3792322559247
20;38.260675226432;0.260675226431995;38.260675226432;46.777194767411
